3.651599290538405853e+02,1.476480667526339801e+02
3.639978381432982815e+02,1.473059025000136160e+02
3.623893535762366014e+02,1.468275060864945090e+02
3.601190256021364462e+02,1.462874553045497237e+02
3.570626305882839233e+02,1.458318579061059665e+02
3.534794918074361476e+02,1.452426315822723097e+02
3.492536625309229521e+02,1.446598226326883605e+02
3.442808514361719290e+02,1.440458829004336394e+02
3.384762959182485815e+02,1.435126064035325442e+02
3.319120288443654658e+02,1.429881730380676856e+02
3.248035796756847162e+02,1.425028719902383614e+02
3.173911530412481738e+02,1.420739756078352514e+02
3.096548373946278616e+02,1.417277073809804335e+02
3.018398613805470063e+02,1.413035722115481860e+02
2.938971970893906018e+02,1.409459377023416380e+02
2.857258749480728852e+02,1.406615171194143272e+02
2.772487111086223877e+02,1.404429393730032984e+02
2.682611683184526896e+02,1.405406036895647048e+02
2.589394449858998541e+02,1.408883722765836524e+02
2.496051502018073904e+02,1.412494931003214731e+02
2.406530243195300613e+02,1.414284322586624398e+02
2.316450879841986534e+02,1.415246498932613122e+02
2.223367459565736226e+02,1.417320588088161628e+02
2.124516593482861708e+02,1.419102806596885671e+02
2.020688480676328993e+02,1.421962992947212854e+02
1.912504348600380411e+02,1.425550869163922130e+02
1.801959993731230156e+02,1.431906272050489122e+02
1.689619111771759208e+02,1.441706745776584455e+02
1.579515673703402285e+02,1.452437520974182519e+02
1.471925567901086538e+02,1.468353822161267317e+02
1.368381649546276435e+02,1.488549373107048837e+02
1.268875192426560830e+02,1.511757323935905220e+02
1.173476711999788762e+02,1.539692477305966634e+02
1.085118316194707120e+02,1.567302239523241951e+02
1.005147759420425615e+02,1.597172445101163021e+02
#2a ida
