3.401342204998356351e+02,1.469633161514724122e+02
3.360666387750913486e+02,1.468520930586686291e+02
3.305398384471893678e+02,1.466708888611341592e+02
3.242588915049975071e+02,1.462694652046548640e+02
3.174410862402933162e+02,1.458290993631831043e+02
3.109034823991070198e+02,1.451308428310526892e+02
3.046626772318332428e+02,1.442961191313673623e+02
2.984467648953980756e+02,1.434465288149569062e+02
2.918196616246364101e+02,1.426773882646314746e+02
2.841752290638803515e+02,1.419234652935149938e+02
2.758926096128699328e+02,1.409391740443540755e+02
2.673352873958022542e+02,1.399707773407758680e+02
2.583794169198505983e+02,1.394067870252785895e+02
2.491346381951928208e+02,1.391319901401322170e+02
2.396544362245640230e+02,1.390202015145469545e+02
2.299660093967087278e+02,1.387803201574298271e+02
2.199464471978888014e+02,1.386381250495352049e+02
2.094726891903212902e+02,1.388655367210573104e+02
1.981836325257231977e+02,1.393976873790321065e+02
1.852588444109813679e+02,1.402302865572247015e+02
1.714477877549086315e+02,1.421256804493673087e+02
1.567572030551487785e+02,1.445486463408986992e+02
1.424978386936641641e+02,1.476576217618467979e+02
1.284116756124875849e+02,1.510278065845039919e+02
1.145401950037462626e+02,1.545760123568253732e+02
1.012487189301864277e+02,1.579879812076776773e+02
8.845840193214424119e+01,1.612763953706239590e+02
7.602899346855879514e+01,1.644385206007299018e+02
6.368718533849912689e+01,1.676157471018919694e+02
5.157883558811833780e+01,1.701139355243483635e+02
4.028497817301146000e+01,1.712611714312152174e+02
3.025952393058397760e+01,1.710621162384797458e+02
2.275305252142430135e+01,1.695563813772522792e+02
1.814560290914389640e+01,1.677983342238089222e+02
1.674435227537648530e+01,1.665467682153767157e+02
#2a ida
