2.942932065879018069e+02,1.603403831520860194e+02
2.883068462673143131e+02,1.615132382428168683e+02
2.822581126483275966e+02,1.629303465102918551e+02
2.762425306066096482e+02,1.647814570106296514e+02
2.703666631189436202e+02,1.668937303304113300e+02
2.647085596833604200e+02,1.693141682763126710e+02
2.593208173662966374e+02,1.718353078023428964e+02
2.543256989042417615e+02,1.744780070801697036e+02
2.497749510800534551e+02,1.772461973723011965e+02
2.456621433330435877e+02,1.799577037788231166e+02
2.419687284499722750e+02,1.825414372142808475e+02
2.386493824596367404e+02,1.850424432581890244e+02
2.356337030393888199e+02,1.875181145766773341e+02
2.328654816851327212e+02,1.899617434935261144e+02
2.302909684246926929e+02,1.924638230426067196e+02
2.279141784572550193e+02,1.952206489757146528e+02
2.256865245891731604e+02,1.981160243216656625e+02
2.235743924026803313e+02,2.011045015485281056e+02
2.215322157046447558e+02,2.041981096855474220e+02
2.196216528027338768e+02,2.072670590187103699e+02
2.177981487296451633e+02,2.101062010401773534e+02
2.160533071365367448e+02,2.126986960424933102e+02
2.143999782810297461e+02,2.149462681329859493e+02
2.128858767385064539e+02,2.168330685311121897e+02
2.115274913847366349e+02,2.182373871959499070e+02
2.103278814252205109e+02,2.192109713765260608e+02
2.092736962567132650e+02,2.198857912281343090e+02
2.083802889239283331e+02,2.203082193765156376e+02
2.076537807930926647e+02,2.205776150859282723e+02
2.070870305741872244e+02,2.206885266211897942e+02
2.066533928386826631e+02,2.207771675963590496e+02
2.063620511738096468e+02,2.208848594058472656e+02
#2.062170105291999676e+02,2.209986546289351566e+02
#2.062265003607949723e+02,2.209809405299377545e+02
#1a ida
